"id"	"Lib151Humandendritic0hrLPSrep1_IP"	"Lib151Humandendritic0hrLPSrep2_IP"	"Lib151Humandendritic0hrLPSrep3_IP"	"Lib151Humandendritic3hrLPSrep1_IP"	"Lib151Humandendritic3hrLPSrep2_IP"	"Lib151Humandendritic3hrLPSrep3_IP"	"Lib151Humandendritic6hrLPSrep1_IP"	"Lib151Humandendritic6hrLPSrep2_IP"	"Lib151Humandendritic6hrLPSrep3_IP"	"geneSymbol"	"name"	"desc"	"txLength"
3081	0	4	4	7	3.99	6.01	5	8	7	"AK144695"	"uc007iil.1"	"Mus musculus colon RCB-0549 Cle-H3 cDNA, RIKEN full-length enriched library, clone:G430041G15 product:unclassifiable, full insert sequence."	1859
3082	169	161	197	118	148	129	170	177	153	"Bod1"	"uc007iim.1"	"biorientation of chromosomes in cell division"	1402
3083	0	0	0	1	1	1	1	3	5	"AK158188"	"uc011xsw.1"	"Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630024D03 product:unclassifiable, full insert sequence."	965
3084	394	266	275	3214	3000	2757.1	1984	1494	1403	"Cpeb4"	"uc007iiq.1"	"cytoplasmic polyadenylation element-binding"	2312
3085	96	91	129	1230	907	607	650	535	462	"mKIAA1673"	"uc007iit.1"	"Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830165H24 product:RIKEN cDNA 4930447D24 gene, full insert sequence."	2979
3086	0	0	0	0	0	0	0	0	0	"4930524B15Rik"	"uc007iiu.1"	"hypothetical protein LOC67592"	1959
3087	0	0	0	0	0	1	0.74	0	0	"Nsg2"	"uc007iiw.1"	"neuron-specific protein family member 2"	2243
3088	1	2	2	0	0	1	0	1	2	"Il9r"	"uc007iiz.2"	"interleukin-9 receptor isoform 1"	3086
3089	553	571	700	314	337	316	231	314	303	"Snrnp25"	"uc007ija.2"	"U11/U12 small nuclear ribonucleoprotein 25 kDa"	832
3090	4	5	5	6	11	9	8	6	7	"Rhbdf1"	"uc007ijb.2"	"rhomboid family member 1"	2939
3091	273.02	229.51	234	101.45	116.99	127	177.26	152.17	176.79	"Nprl3"	"uc007ijf.1"	"nitrogen permease regulator 3-like protein"	2316
3092	180	157	164	63	69	79	91	86	90	"Mpg"	"uc007ijd.2"	"DNA-3-methyladenine glycosylase"	1745
3093	0	0	0	0	0	0	0	0	0	"Hba-x"	"uc007ijj.2"	"hemoglobin subunit zeta"	600
3094	0.5	0.5	1.5	0.5	1.5	1	0.5	0.5	0	"Hba-a2"	"uc007ijk.1"	"hemoglobin alpha, adult chain 2"	566
3095	0	0	0	0	0	0	0	0	0	"Hbq1b"	"uc007ijl.1"	"hemoglobin, theta T1"	748
3096	0.5	0.5	1.5	0.5	1.5	1	0.5	0.5	0	"Hba-a2"	"uc007ijm.1"	"hemoglobin alpha, adult chain 2"	566
3097	1	0	0	0	0	0	0	0	1	"Hbq1a"	"uc007ijn.1"	"hemoglobin, theta T2"	604
3098	6212.48	4193.11	3959.22	2802.5	3029.49	2725.13	2685.32	1966.05	2584.8	"Sh3pxd2b"	"uc007ijq.1"	"SH3 and PX domain-containing protein 2B"	7432
3099	177	204	187	201	193.99	190	187	167	146	"Ubtd2"	"uc007ijr.1"	"ubiquitin domain-containing protein 2"	3032
3100	0	0	1	0	2	0	0	0	0	"Efcab9"	"uc007ijs.2"	"EF-hand calcium-binding domain-containing"	767
3101	2835.75	1787.15	1818.32	751.09	994.4	941.1	717.86	641.42	818.98	"Stk10"	"uc007ijt.1"	"serine/threonine-protein kinase 10"	5073
3102	720.01	638	669	1403	1439	1176	1400	1095	1060	"Fbxw11"	"uc007ijx.1"	"F-box/WD repeat-containing protein 11"	4017
3103	0	0	0	0	0	0	0	0	0	"1700008A04Rik"	"uc007ikb.2"	"hypothetical protein LOC69351"	606
3104	0	2	0	0	0	0	0	0	0	"Fgf18"	"uc007ikc.1"	"fibroblast growth factor 18 precursor"	1085
3105	4431	4414	4860	3720	3465	3249.7	1989	2275	2071	"Npm1"	"uc007ikd.1"	"nucleophosmin"	1259
3106	0	0	0	0	0	0	0	0	0	"Tlx3"	"uc007ikg.2"	"T-cell leukemia homeobox protein 3"	1532
3107	0	0	3	0	2.77	0.48	1.01	0	1	"Ranbp17"	"uc007ikh.2"	"ran-binding protein 17"	5002
3108	0	0	0	0	0	0	0	0	0	"Gabrp"	"uc007ikm.1"	"gamma-aminobutyric acid receptor subunit pi"	3280
3109	0	0	0	0	0	0	0	0	0	"AK051482"	"uc007ikn.1"	"Mus musculus 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130052B06 product:unclassifiable, full insert sequence."	2531
3110	0	0	0	0	0	0	0	0	0	"Kcnip1"	"uc007ikq.2"	"Kv channel-interacting protein 1 isoform A"	2289
3111	3.46	1.03	0	3.81	4.48	0	4.12	1.04	0.81	"Kcnmb1"	"uc007iks.2"	"calcium-activated potassium channel subunit"	4188
3112	0	0	0	0	0	0	0	0	0	"AK015529"	"uc007ikt.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930469K13 product:unclassifiable, full insert sequence."	698
3113	3156.72	2182.13	2342.17	8060.73	7164.09	7400.96	5042.59	4293.07	3910.22	"Lcp2"	"uc007ikv.1"	"lymphocyte cytosolic protein 2"	3348
3114	1	1	0	2	0	1	0	0	0	"Foxi1"	"uc007ikw.1"	"forkhead box protein I1"	2354
3115	4682	2759	2807	2951	2954	2535	1738.64	1267.08	1640	"Dock2"	"uc007ikx.1"	"dedicator of cytokinesis protein 2"	6291
3116	0	0	0	0	0	0	0	0	0	"AK076655"	"uc007ikz.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930403D09 product:unclassifiable, full insert sequence."	592
3117	0	0	0	0	2	0	0	0	0	"Fam196b"	"uc011xsz.1"	"hypothetical protein LOC574403"	5371
3118	367	304	318	130	141	173	222	213	181	"Ccdc99"	"uc007ilc.2"	"protein Spindly"	2510
3119	0	0	3	0	0	0	1	0	1	"Slit3"	"uc007ild.2"	"slit homolog 3 protein precursor"	4996
3120	0	0	0	0	0	0	0	0	0	"AK136017"	"uc007ile.1"	"Mus musculus in vitro fertilized eggs cDNA, RIKEN full-length enriched library, clone:7420447L16 product:unclassifiable, full insert sequence."	454
3121	0	0	0	0	0	0	0	0	0	"Mir218-2"	"uc011xta.1"	"Mus musculus microRNA 218-2 (Mir218-2), microRNA."	110
3122	467	456.02	404	500.03	405	304	319	232	265	"Pank3"	"uc007ilf.1"	"pantothenate kinase 3"	7365
3123	0	0	0	0	0	0	0	0	0	"Mir103-1"	"uc011xtb.1"	"Mus musculus microRNA 103-1 (Mir103-1), microRNA."	86
3124	0	0	0	0	0	0	0	0	0	"Fbll1"	"uc007ilg.1"	"rRNA/tRNA 2'-O-methyltransferase"	1505
3125	1010.49	1047	1086	1622	1380	1301	2042.98	1898.02	1561	"Rars"	"uc007ilh.2"	"arginyl-tRNA synthetase, cytoplasmic"	2131
3126	0	0	0	0	0	0	0	0	0	"Wwc1"	"uc007ili.1"	"protein KIBRA"	3315
3127	0	0	0	0	0	0	0	0	0	"Odz2"	"uc007ilk.1"	"teneurin-2"	9738
3128	0	0	0	0	0	0	0	0	0	"AK145334"	"uc007iln.1"	"Mus musculus 1 cell embryo 1 cell cDNA, RIKEN full-length enriched library, clone:I0C0010N11 product:unclassifiable, full insert sequence."	2418
3129	0	0	0	0	0	0	0	0	0	"AK016100"	"uc007ilo.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930553C11 product:unclassifiable, full insert sequence."	793
3130	699.35	625	726	244	265	215	379	395	361	"Mat2b"	"uc007ilp.2"	"methionine adenosyltransferase 2 subunit beta"	1857
3131	714.31	577.35	639.29	194.98	198.69	197.9	89.61	94.25	168.19	"Hmmr"	"uc007ilt.2"	"hyaluronan mediated motility receptor"	3914
3132	612	610	680	327	265	204	152	159	181	"Nudcd2"	"uc007ily.1"	"nudC domain-containing protein 2"	1603
3133	3733.89	2815	2859.22	1588.96	1292	1122	1408.99	1155	1267	"Ccng1"	"uc007ilz.1"	"cyclin-G1"	3487
3134	4.74	2.16	3	1	12.63	13	3.01	6	10.95	"AK049168"	"uc007ima.1"	"Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:C330007N08 product:unclassifiable, full insert sequence."	1965
3135	0	0	0	0	0	0	0	0	0	"Gabrg2"	"uc007imb.1"	"gamma-aminobutyric acid receptor subunit gamma-2"	3894
3136	0	0	0	0	0	0	0	0	0	"Gabra1"	"uc007imf.1"	"gamma-aminobutyric acid receptor subunit alpha-1"	4147
3137	0	0	0	0	0	0	0	0	0	"Gabra6"	"uc007imh.1"	"gamma-aminobutyric acid receptor subunit alpha-6"	2468
3138	0	0	0	0	0	0	0	0	0	"Gabrb2"	"uc007imi.1"	"gamma-aminobutyric acid receptor subunit beta-2"	7552
3139	0	0	0	0	1.99	1	2.1	0	0	"Atp10b"	"uc007imk.1"	"probable phospholipid-transporting ATPase VB"	6908
3140	0	0	0	0	0	0	0	0	0	"AK087644"	"uc007iml.1"	"Mus musculus 2 days pregnant adult female oviduct cDNA, RIKEN full-length enriched library, clone:E230032B21 product:unclassifiable, full insert sequence."	1292
3141	0	0	0	0	0	0	0	0	0	"Mir146"	"uc011xtg.1"	"Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5830402E17 product:unclassifiable, full insert sequence."	65
3142	0	0	0	1	0	0	2	0	2	"BC079904"	"uc007imm.1"	"Mus musculus cDNA clone IMAGE:30622925."	808
3143	288	306.81	423.75	859.02	1180.06	1124.02	2002.05	2775.13	2017.06	"Pttg1"	"uc011xth.1"	"securin isoform 1"	740
3144	853	739	847	804	822	788	990	891	781	"Slu7"	"uc007imq.1"	"pre-mRNA-splicing factor SLU7"	3653
3145	0	0	0	0	0	0	0	0	0	"C1qtnf2"	"uc007imr.2"	"complement C1q tumor necrosis factor-related"	1211
3146	0	0	0	0	0	0	0	0	0	"Ccnjl"	"uc007ims.1"	"cyclin-J-like protein"	2672
3147	0	0	0	0	0	0	0	0	0	"Fabp6"	"uc007imt.1"	"gastrotropin"	387
3148	215.74	149.71	155.68	168.28	173.22	154.23	156.77	145.28	173.17	"Pwwp2a"	"uc007imu.2"	"PWWP domain-containing protein 2A isoform b"	3279
3149	356	435	466	411	445	378	403	440	380	"Ttc1"	"uc007imx.1"	"tetratricopeptide repeat protein 1"	1432
3150	0	0	0	0	0.59	0	0	0	0	"Adra1b"	"uc007imy.1"	"alpha-1B adrenergic receptor"	3047
3151	322	58	67	50841.9	29503	28118	50442.87	44461.99	28457.07	"Il12b"	"uc007inb.1"	"interleukin-12 subunit beta precursor"	1951
3152	285	328	378	200	215	165	277	291	300	"Ublcp1"	"uc007ing.2"	"ubiquitin-like domain-containing CTD phosphatase"	2138
3153	950	679	759	1362	1283	1139	1292	988	897	"Rnf145"	"uc007inh.2"	"RING finger protein 145 isoform 1"	3570
3154	2	0	3	2	3.09	0	0	1	0	"Ebf1"	"uc007ink.1"	"transcription factor COE1"	2245
3155	0	1	0	0	0	0	0	0	0	"AK144274"	"uc007ino.1"	"Mus musculus adult male jejunal and colic lymph node cDNA, RIKEN full-length enriched library, clone:G630004P10 product:unclassifiable, full insert sequence."	1113
3156	0	2	1	0	0	0	0	1	1	"AK170868"	"uc007inp.1"	"Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630022K16 product:unclassifiable, full insert sequence."	2398
3157	2907	2130.98	2229	1759	1866	1563	2294	1747	1641	"Clint1"	"uc007inq.1"	"clathrin interactor 1"	3398
3158	226.34	199.24	224.7	362.22	385.83	348.09	260.64	226.19	211.23	"Lsm11"	"uc007ins.1"	"U7 snRNA-associated Sm-like protein LSm11"	6453
3159	67	78	78	47	53	41	49	57	33	"Thg1l"	"uc007inv.1"	"probable tRNA(His) guanylyltransferase"	939
3160	0	0	0	4	10	10	8	2	6	"Sox30"	"uc011xtj.1"	"transcription factor SOX-30"	2995
3161	0	0	0	0	0	0	0	0	0	"Gm12166"	"uc011xtk.1"	"Mus musculus predicted gene 12166 (Gm12166), non-coding RNA."	191
3162	256.53	226.01	222.82	324.72	323.03	305.59	444.66	344.61	322.15	"Adam19"	"uc007iny.1"	"disintegrin and metalloproteinase"	6387
3163	1.2	1	1.01	2.09	0	1	1	1.67	1	"Nipal4"	"uc007ioa.1"	"magnesium transporter NIPA4"	3295
3164	501	426	399	712	881	795	611	494	537	"Cyfip2"	"uc007ioc.1"	"cytoplasmic FMR1-interacting protein 2"	6351
3165	0	0	0	0	0	0	0	0	0	"C030019I05Rik"	"uc007ioe.1"	"fibronectin type-III domain-containing protein"	2263
3166	3	1	2	3	2	2	2	6	3	"Itk"	"uc007iog.1"	"tyrosine-protein kinase ITK/TSK"	4272
3167	0	0	0	1	0	0	0	0	1	"Fam71b"	"uc007ioj.1"	"family with sequence similarity 71, member B"	2185
3168	129	144	174	122	123	126	142	138	140	"Med7"	"uc009vaf.1"	"mediator of RNA polymerase II transcription"	2222
3169	87.39	120.1	133.61	13.05	32.02	24.86	17.09	15.12	22.2	"Havcr2"	"uc011xtp.1"	"hepatitis A virus cellular receptor 2 homolog"	2724
3170	0	0	0	0	0	0	0	0	0	"Gm12169"	"uc011xtr.1"	"hypothetical protein LOC210535"	1026
3171	0	0	0	0	0	0	0	0	0	"Gm12171"	"uc011xts.1"	"developmental pluripotency associated 1 family"	327
3172	1	0	0	0	0	0	0	0	0	"BC053393"	"uc007ioo.2"	"hypothetical protein LOC407814"	2043
3173	0	0	0	0	0	0	0	0	0	"Dppa1"	"uc011xtt.1"	"developmental pluripotency associated 1"	2264
3174	0	0	0	0	0	0	0	0	0	"Gm4926"	"uc007ior.2"	"Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330129D21 product:unclassifiable, full insert sequence."	1620
3175	0	1	0	1	2	0	1	1	0	"Timd2"	"uc007iou.2"	"T-cell immunoglobulin and mucin"	3035
3176	0	1	0	0	2	1	3	8	5	"Havcr1"	"uc007iow.2"	"hepatitis A virus cellular receptor 1 homolog"	1892
3177	1	1	0	6	6	9	6	7	12	"Timd4"	"uc007iox.1"	"T-cell immunoglobulin and mucin"	2175
3178	0	0	0	0	0	0	0	0	0	"Sgcd"	"uc007ioz.1"	"delta-sarcoglycan"	1399
3179	15785	14910.98	17251.34	11518	11228.92	10397	8573	9994	9519	"Gnb2l1"	"uc007ipa.1"	"guanine nucleotide-binding protein subunit"	1254
3180	0	0	1	1	1	2	0	0	0	"Snord95"	"uc011xtx.1"	"Mus musculus small nucleolar RNA, C/D box 95 (Snord95), small nucleolar RNA."	68
3181	804	502	578	189	290	246	521	422	467	"Trim41"	"uc007ipc.1"	"E3 ubiquitin-protein ligase TRIM41"	3470
3182	79.72	69.19	90.56	6	2.43	4.02	4	5.48	10	"Trim7"	"uc007ipd.2"	"tripartite motif-containing protein 7"	1366
3183	32.54	21.29	26.45	2.02	4.49	3.03	5.02	2	5.32	"Trim7"	"uc011xty.1"	"SubName: Full=Trim7 protein; SubName: Full=Tripartite motif protein 7, isoform CRA_a;"	2332
3184	518.3	431.94	447.31	9684.74	9035.65	8134.18	9990.52	9139.25	7141.88	"Irgm1"	"uc007ipg.1"	"immunity-related GTPase family M protein 1"	2227
3185	252.49	159.12	178.8	1315.57	1252.42	1041.61	1894.65	1477.95	1200.56	"Gm5431"	"uc007ipi.2"	"hypothetical protein LOC432555"	2971
3186	17.81	14.48	22.73	187.52	204.66	212.1	297.42	244.13	234.77	"Gm12185"	"uc007ipj.1"	"hypothetical protein LOC620913"	5264
3187	970.27	535.38	584.61	3141.49	3104.87	2988.29	3603.99	2646.45	2269.16	"9930111J21Rik1"	"uc011xtz.1"	"interferon-inducible GTPase family member"	3863
3188	18.1	8.29	17.51	686.79	788.25	625.46	962.05	1289.2	911.3	"Tgtp2"	"uc007ipm.2"	"T-cell specific GTPase 2"	2817
3189	32.32	108.82	63.02	477.61	462.22	320.58	300.35	305.59	247.48	"9930111J21Rik2"	"uc007ipn.1"	"interferon inducible GTPase"	2403
3190	6.06	7.07	0	267.67	286.44	279.22	479.03	470.36	317.84	"Olfr56"	"uc007ipo.1"	"olfactory receptor 56"	1930
3191	98.84	41.57	30.23	3248.63	3075.76	2880.99	8654.95	8167.08	6269.87	"Tgtp2"	"uc007ipp.2"	"T-cell specific GTPase 2"	2816
3192	359.94	363.93	363	7457.33	6298.56	5366.78	9051.96	9058.64	7383.16	"Ifi47"	"uc007ipq.1"	"interferon gamma inducible protein 47"	1694
3193	0	0	0	0	0	0	0	0	0	"Olfr1396"	"uc007ipr.1"	"olfactory receptor 1396"	981
3194	0	0	0	0	0	0	0	0	0	"Olfr1395"	"uc007ips.1"	"olfactory receptor 1395"	954
3195	0	0	0	0	0	0	0	0	0	"Olfr1394"	"uc007ipt.1"	"olfactory receptor 1394"	939
3196	1	1	1	0	2.76	3	2	3	0	"Btnl9"	"uc007ipu.1"	"butyrophilin-like protein 9"	2463
3197	248	217	227	257	249	220	256	187	193.95	"Zfp62"	"uc007ipx.1"	"zinc finger protein 62 isoform 1"	3927
3198	1526	1128	1143	1439	1780	1542	1809	1514	1667.96	"Mgat1"	"uc007iqd.1"	"alpha-1,3-mannosyl-glycoprotein"	2509
3199	0	0	0	0	1	1	0	0	1	"Olfr1393"	"uc007iqf.1"	"olfactory receptor 1393"	936
3200	0	0	0	0	0	0	0	0	0	"Olfr1392"	"uc007iqg.2"	"olfactory receptor 1392"	1026
3201	0	0	0	0	0	0	0	0	0	"Olfr10"	"uc007iqh.1"	"olfactory receptor 10"	936
3202	0	0	0	0	0	0	0	0	0	"Olfr1391"	"uc007iqi.1"	"olfactory receptor 1391"	936
3203	0	0	0	0	0	0	0	0	0	"Olfr1390"	"uc007iqj.1"	"olfactory receptor 1390"	936
3204	0	0	0	0	0	0	0	0	0	"Olfr1389"	"uc007iqk.2"	"olfactory receptor 1389"	1073
3205	0	0	0	0	0	0	0	0	0	"Olfr1388"	"uc007iql.1"	"olfactory receptor 1388"	936
3206	1	0	0	0	0	0	0	0	0	"Olfr1387"	"uc007iqm.1"	"olfactory receptor 1387"	936
3207	0	0	0	0	0	0	0	0	0	"Olfr1386"	"uc007iqn.2"	"olfactory receptor 1386"	1128
3208	0	0	0	0	0	0	0	0	0	"Olfr1385"	"uc007iqo.1"	"olfactory receptor 1385"	930
3209	0	0	0	0	0	0	0	0	0	"Olfr1384"	"uc007iqp.2"	"olfactory receptor 1384"	1034
3210	0	0	0	0	0	0	0	0	0	"Olfr1383"	"uc007iqq.1"	"olfactory receptor 1383"	936
3211	0	0	0	0	0	0	0	0	0	"Olfr1382"	"uc007iqr.1"	"olfactory receptor 1382"	936
3212	0	0	0	0	0	0	0	0	0	"Olfr1381"	"uc007iqs.1"	"olfactory receptor 1381"	936
3213	0	0	0	0	0	0	0	0	0	"Olfr1380"	"uc007iqt.1"	"olfactory receptor 1380"	936
3214	4	2	4	31	66	52	264	208	199	"Flt4"	"uc007iqu.2"	"vascular endothelial growth factor receptor 3"	5839
3215	0	0	0	0	1	0	0	0	0	"Scgb3a1"	"uc007iqw.1"	"secretoglobin family 3A member 1 type A"	493
3216	666.79	584.91	635.06	542.05	513.08	402	591.12	408.78	458.01	"Cnot6"	"uc007irb.1"	"CCR4-NOT transcription complex subunit 6"	2501
3217	0	5	3	11	18	13	8	6	6	"Gfpt2"	"uc011xud.1"	"glucosamine--fructose-6-phosphate"	2986
3218	596	552	515	301	371	340	704	542	582	"Mapk9"	"uc007irg.2"	"mitogen-activated protein kinase 9 isoform"	4677
3219	0	0	0	4	3	1	6	5	3	"Rasgef1c"	"uc007irj.1"	"ras-GEF domain-containing family member 1C"	2244
3220	2643.92	2221.2	2355	1715	1662	1515	1489	1221	1384	"Rnf130"	"uc007irl.1"	"E3 ubiquitin-protein ligase RNF130 precursor"	1499
3221	0	0	0	0	0	0	0	0	0	"Mir340"	"uc011xuf.1"	"Mus musculus microRNA 340 (Mir340), microRNA."	98
3222	2148.67	1455	1469	1593	1670	1549	2681	1946	1803	"Tbc1d9b"	"uc007irq.1"	"TBC1 domain family member 9B"	5198
3223	52	42	59	3	8	4	9	11	9	"3010026O09Rik"	"uc007irv.2"	"hypothetical protein LOC68067"	1140
3224	6029.99	4622.99	5145	14066.4	14855	13795	9428.18	9241.99	8303.23	"Sqstm1"	"uc007irw.1"	"sequestosome-1"	2000
3225	2021	1467	1518.98	771	925	943.15	736	679	906	"Mgat4b"	"uc007iry.2"	"alpha-1,3-mannosyl-glycoprotein"	2429
3226	215	261.99	269	79	152	162.99	57	66	115	"Ltc4s"	"uc007isa.1"	"leukotriene C4 synthase"	588
3227	4.4	6	7.93	1.98	1	3.03	2	2	3	"AK157916"	"uc007isc.1"	"Mus musculus adult inner ear cDNA, RIKEN full-length enriched library, clone:F930007J22 product:unclassifiable, full insert sequence."	1235
3228	680	396	409	305	350	304	433	351	334	"Maml1"	"uc007isd.2"	"mastermind-like protein 1"	5552
3229	6718	4939	4967.98	4423	4587	3839	5020	3786	4035.81	"Canx"	"uc007ish.2"	"calnexin precursor"	4253
3230	0	1	0	0	0	0	0	0	0	"Cby3"	"uc007isi.1"	"RecName: Full=Protein chibby homolog 3;"	703
3231	0	0	0	0	0	0	0	0	0	"Mir804"	"uc011xuh.1"	"Mus musculus microRNA 804 (Mir804), microRNA."	95
3232	1490.98	1540	1680.01	1145	1173	975	766	665	726	"Hnrnph1"	"uc007isk.1"	"heterogeneous nuclear ribonucleoprotein H"	2226
3233	936	729	785	307	347	352	566	497	484	"Rufy1"	"uc007isn.1"	"RUN and FYVE domain-containing protein 1"	2657
3234	14	10	6	4	5	7	4	7	9	"Adamts2"	"uc007iso.1"	"A disintegrin and metalloproteinase with"	3741
3235	1	0	0	0	0	0	0	2	0	"Zfp354c"	"uc007isq.1"	"zinc finger protein 354C"	5367
3236	1	0	0	0	0	0	0	0	0	"Zfp879"	"uc007isr.1"	"zinc finger protein 879"	2408
3237	9	5	7	8	8	6	8	4	6	"Grm6"	"uc007isu.2"	"metabotropic glutamate receptor 6 precursor"	4332
3238	0	1	0	0	0	0	0	0	0	"Zfp454"	"uc007isw.1"	"zinc finger protein 454"	2056
3239	2	2	0	1	1	2	1	0	0	"Zfp2"	"uc007itb.1"	"zinc finger protein 2"	3040
3240	0	1	0	0	1	0	0	0	0	"Zfp354b"	"uc007itd.2"	"zinc finger protein 354B"	2494
3241	0	0	0	0	0	0	0	0	0	"AK016813"	"uc007itf.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4932442I06 product:hypothetical protein, full insert sequence."	2320
3242	1.71	0	0	1.01	0	1.97	0	0	0	"Prop1"	"uc007itg.1"	"homeobox protein prophet of Pit-1"	1000
3243	0	0	0	0	0	0	0	0	0	"Olfr1378"	"uc007ith.1"	"olfactory receptor 1378"	948
3244	0	0	0	0	0	0	0	0	0	"Olfr1377"	"uc007iti.1"	"olfactory receptor 1377"	924
3245	0	0	0	0	0	0	0	0	0	"Olfr51"	"uc007itj.1"	"olfactory receptor 51"	924
3246	0	0	0	0	0	0	0	0	0	"Olfr54"	"uc007itk.1"	"olfactory receptor 54"	942
3247	0	0	0	1	1	0	1	0	0	"Zfp354a"	"uc007itl.1"	"zinc finger protein 354A"	4029
3248	0	0	0	0	0	0	0	0	0	"AK017220"	"uc007itn.1"	"Mus musculus 10 days neonate intestine cDNA, RIKEN full-length enriched library, clone:5133400J02 product:hypothetical protein, full insert sequence."	932
3249	2	2	1	2	1	1	0	0	2	"BC049762"	"uc007ito.1"	"hypothetical protein LOC193286"	883
3250	248	258	335	223	190	157	282	237	234	"Clk4"	"uc007itr.1"	"dual specificity protein kinase CLK4"	1892
3251	14	16	16	38	58	45	29	31	19	"Col23a1"	"uc007itv.2"	"collagen alpha-1(XXIII) chain"	5659
3252	134	174	168	179	197	230	106	89	116	"Agxt2l2"	"uc007ity.1"	"alanine--glyoxylate aminotransferase 2-like 2"	1896
3253	6397.49	6384.76	6745.81	6923.26	6790.3	6402.51	5150.81	4272.23	4350.7	"Hnrnpab"	"uc007itz.1"	"heterogeneous nuclear ribonucleoprotein A/B"	2545
3254	1739	1825	2184	1164	1364	1507	688	869	823	"Nhp2"	"uc007iuc.1"	"H/ACA ribonucleoprotein complex subunit 2"	1004
3255	2116	1889.04	2079.13	201	246	224	246	294	388	"Rmnd5b"	"uc007iud.1"	"protein RMD5 homolog B"	1946
3256	1041	717	874	47	82	80	69	81	149	"N4bp3"	"uc007iue.1"	"NEDD4-binding protein 3"	2572
3257	124	96	86	4	4	4	5	2	10	"D930048N14Rik"	"uc007iuf.1"	"SubName: Full=Novel protein;"	3429
3258	134	168	202	34	38	33	70	81	92	"0610009B22Rik"	"uc007iuh.1"	"hypothetical protein LOC66050"	795
3259	466.45	345.87	304.6	288.37	354.58	257.07	355.86	252.2	348.13	"Sec24a"	"uc007iui.1"	"protein transport protein Sec24A"	6798
3260	662	753	860	590	499	395	521	591	508	"Sar1b"	"uc007iup.2"	"GTP-binding protein SAR1b"	1253
3261	384	254	238	187	275	258	423	383.99	392	"Phf15"	"uc007iuq.1"	"protein Jade-2"	6100
3262	621	649	753	140	177	168	219	237	250	"Cdkn2aipnl"	"uc007ius.2"	"CDKN2AIP N-terminal-like protein"	1864
3263	656	641	696	637	544	520	469	539	482	"Ube2b"	"uc007iut.2"	"ubiquitin-conjugating enzyme E2 B"	2125
3264	13	12	16	0	9	2	16	11	10	"Cdkl3"	"uc007iuu.2"	"cyclin-dependent kinase-like 3 isoform 1"	2749
3265	2529	2525	2969	3276.96	2796.99	2396	3412	2938.1	2345.99	"Ppp2ca"	"uc007ivb.1"	"serine/threonine-protein phosphatase 2A"	1930
3266	0	0	0	0	0	0	0	0	0	"Mir3061"	"uc011xun.1"	"Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430098F02 product:unclassifiable, full insert sequence."	91
3267	0	0	0	0	0	0	0	0	0	"Olfr1373"	"uc007ivc.1"	"olfactory receptor 1373"	936
3268	0	0	0	0	0	0	0	0	0	"Olfr1383"	"uc011xuo.1"	"SubName: Full=MCG140628; SubName: Full=Olfactory receptor 1383; SubName: Full=Olfactory receptor Olfr1383;"	1768
3269	0	0	0	0	0	0	0	0	0	"Olfr1371"	"uc007ive.1"	"olfactory receptor 1371"	936
3270	813	872	876	612	521	447	497	440	435	"Skp1a"	"uc007ivf.2"	"S-phase kinase-associated protein 1"	1454
3271	0	0	0	0	3	0	0	0	0	"AK202663"	"uc007ivg.1"	"Mus musculus cDNA, clone:Y1G0108J19, strand:unspecified."	244
3272	24	18	26	17	11	12	10	5	15	"Tcf7"	"uc007ivj.1"	"transcription factor 7"	2220
3273	2010.39	1744	1631	1204	1265	1039	960	827	1045	"Vdac1"	"uc007ivm.1"	"voltage-dependent anion-selective channel"	1766
3274	2263.99	2058	2206	2128	2198.83	1988	3411	3098.97	2900	"9530068E07Rik"	"uc007ivo.1"	"keratinocyte-associated transmembrane protein 2"	2467
3275	0	0	0	0	0	1	0	0	0	"Fstl4"	"uc007ivp.1"	"follistatin-related protein 4 precursor"	3117
3276	4381.56	3650.8	3817.31	2181.19	2371.06	2228.6	2146.26	1738.86	1764.66	"Hspa4"	"uc007ivq.1"	"heat shock 70 kDa protein 4"	4640
3277	22.44	18.2	12.69	11.81	10.94	17.4	7.03	4.14	7.33	"AK038627"	"uc007ivs.1"	"Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230051H13 product:heat shock 70 kDa protein 4, full insert sequence."	1131
3278	162	156	175	97	107	87	98	110	110	"Zcchc10"	"uc007ivt.1"	"zinc finger CCHC domain-containing protein 10"	1257
